class,cap-shape,cap-surface,cap-color,does-bruise-or-bleed,gill-attachment,gill-spacing,gill-color,stem-color,has-ring,ring-type,habitat,season
e,b,g,n,f,x,d,w,y,f,f,g,u
e,b,g,w,f,x,d,w,y,f,f,g,a
e,b,g,n,f,x,d,w,y,f,f,g,u
e,b,g,w,f,x,d,w,y,f,f,g,u
e,b,g,w,f,x,d,w,y,f,f,g,a
e,b,g,n,f,x,d,w,y,f,f,g,a
e,b,g,n,f,x,d,w,y,f,f,g,u
e,b,g,w,f,x,d,w,y,f,f,g,a
e,b,g,w,f,x,d,w,y,f,f,g,u
e,b,g,w,f,x,d,w,y,f,f,g,u
e,b,g,w,f,x,d,w,y,f,f,g,a
e,b,g,n,f,x,d,w,y,f,f,g,a
e,b,g,w,f,x,d,w,y,f,f,g,a
e,b,g,n,f,x,d,w,y,f,f,g,u
e,b,g,n,f,x,d,w,y,f,f,g,u
e,b,g,n,f,x,d,w,y,f,f,g,u
e,b,g,n,f,x,d,w,y,f,f,g,a
e,b,g,w,f,x,d,w,y,f,f,g,u
e,b,g,w,f,x,d,w,y,f,f,g,a
e,b,g,n,f,x,d,w,y,f,f,g,a
e,b,g,w,f,x,d,w,y,f,f,g,a
e,b,g,w,f,x,d,w,y,f,f,g,a
e,b,g,n,f,x,d,w,y,f,f,g,u
e,b,g,n,f,x,d,w,y,f,f,g,u
e,b,g,w,f,x,d,w,y,f,f,g,a
e,b,g,n,f,x,d,w,y,f,f,g,u
e,b,g,w,f,x,d,w,y,f,f,g,a
e,b,g,n,f,x,d,w,y,f,f,g,a
e,b,g,w,f,x,d,w,y,f,f,g,a
e,b,g,w,f,x,d,w,y,f,f,g,a
e,b,g,n,f,x,d,w,y,f,f,g,a
e,b,g,w,f,x,d,w,y,f,f,g,u
e,b,g,w,f,x,d,w,y,f,f,g,u
e,b,g,w,f,x,d,w,y,f,f,g,a
e,b,g,w,f,x,d,w,y,f,f,g,u
e,b,g,n,f,x,d,w,y,f,f,g,u
e,b,g,n,f,x,d,w,y,f,f,g,u
e,b,g,n,f,x,d,w,y,f,f,g,u
e,b,g,n,f,x,d,w,y,f,f,g,u
e,b,g,w,f,x,d,w,y,f,f,g,a
e,b,g,n,f,x,d,w,y,f,f,g,u
e,b,g,n,f,x,d,w,y,f,f,g,a
e,b,g,n,f,x,d,w,y,f,f,g,a
e,b,g,w,f,x,d,w,y,f,f,g,a
e,b,g,n,f,x,d,w,y,f,f,g,a
e,b,g,w,f,x,d,w,y,f,f,g,u
e,b,g,w,f,x,d,w,y,f,f,g,u
e,b,g,n,f,x,d,w,y,f,f,g,u
e,b,g,w,f,x,d,w,y,f,f,g,u
e,b,g,w,f,x,d,w,y,f,f,g,u
e,b,g,w,f,x,d,w,y,f,f,g,a
e,b,g,n,f,x,d,w,y,f,f,g,a
e,b,g,w,f,x,d,w,y,f,f,g,u
e,b,g,n,f,x,d,w,y,f,f,g,u
e,b,g,w,f,x,d,w,y,f,f,g,u
e,b,g,n,f,x,d,w,y,f,f,g,a
e,b,g,n,f,x,d,w,y,f,f,g,u
e,b,g,n,f,x,d,w,y,f,f,g,u
e,b,g,w,f,x,d,w,y,f,f,g,u
e,b,g,w,f,x,d,w,y,f,f,g,a
e,b,g,w,f,x,d,w,y,f,f,g,a
e,b,g,n,f,x,d,w,y,f,f,g,u
e,b,g,w,f,x,d,w,y,f,f,g,u
e,b,g,n,f,x,d,w,y,f,f,g,a
e,b,g,w,f,x,d,w,y,f,f,g,a
e,b,g,n,f,x,d,w,y,f,f,g,u
e,b,g,n,f,x,d,w,y,f,f,g,a
e,b,g,w,f,x,d,w,y,f,f,g,u
e,b,g,w,f,x,d,w,y,f,f,g,a
e,b,g,n,f,x,d,w,y,f,f,g,u
e,b,g,n,f,x,d,w,y,f,f,g,u
e,b,g,n,f,x,d,w,y,f,f,g,u
e,b,g,n,f,x,d,w,y,f,f,g,a
e,b,g,n,f,x,d,w,y,f,f,g,u
e,b,g,w,f,x,d,w,y,f,f,g,a
e,b,g,n,f,x,d,w,y,f,f,g,a
e,b,g,w,f,x,d,w,y,f,f,g,a
e,b,g,w,f,x,d,w,y,f,f,g,u
e,b,g,w,f,x,d,w,y,f,f,g,u
e,b,g,w,f,x,d,w,y,f,f,g,a
e,b,g,w,f,x,d,w,y,f,f,g,u
e,b,g,n,f,x,d,w,y,f,f,g,u
e,b,g,n,f,x,d,w,y,f,f,g,u
e,b,g,w,f,x,d,w,y,f,f,g,u
e,b,g,w,f,x,d,w,y,f,f,g,u
e,b,g,n,f,x,d,w,y,f,f,g,a
e,b,g,n,f,x,d,w,y,f,f,g,a
e,b,g,w,f,x,d,w,y,f,f,g,a
e,b,g,w,f,x,d,w,y,f,f,g,u
e,b,g,n,f,x,d,w,y,f,f,g,u
e,b,g,n,f,x,d,w,y,f,f,g,a
e,b,g,w,f,x,d,w,y,f,f,g,a
e,b,g,w,f,x,d,w,y,f,f,g,a
e,b,g,w,f,x,d,w,y,f,f,g,a
e,b,g,w,f,x,d,w,y,f,f,g,u
e,b,g,w,f,x,d,w,y,f,f,g,u
e,b,g,n,f,x,d,w,y,f,f,g,a
e,b,g,w,f,x,d,w,y,f,f,g,a
e,b,g,w,f,x,d,w,y,f,f,g,a
e,b,g,n,f,x,d,w,y,f,f,g,u
e,b,g,w,f,x,d,w,y,f,f,g,a
e,b,g,w,f,x,d,w,y,f,f,g,u
e,b,g,n,f,x,d,w,y,f,f,g,u
e,b,g,n,f,x,d,w,y,f,f,g,a
e,b,g,w,f,x,d,w,y,f,f,g,u
e,b,g,w,f,x,d,w,y,f,f,g,a
e,b,g,n,f,x,d,w,y,f,f,g,u
e,b,g,n,f,x,d,w,y,f,f,g,u
e,b,g,n,f,x,d,w,y,f,f,g,u
e,b,g,n,f,x,d,w,y,f,f,g,a
e,b,g,w,f,x,d,w,y,f,f,g,u
e,b,g,n,f,x,d,w,y,f,f,g,a
e,b,g,n,f,x,d,w,y,f,f,g,a
e,b,g,w,f,x,d,w,y,f,f,g,a
e,b,g,w,f,x,d,w,y,f,f,g,u
e,b,g,w,f,x,d,w,y,f,f,g,u
e,b,g,w,f,x,d,w,y,f,f,g,u
e,b,g,w,f,x,d,w,y,f,f,g,a
e,b,g,w,f,x,d,w,y,f,f,g,a
e,b,g,w,f,x,d,w,y,f,f,g,a
e,b,g,n,f,x,d,w,y,f,f,g,a
e,b,g,n,f,x,d,w,y,f,f,g,a
e,b,g,w,f,x,d,w,y,f,f,g,a
e,b,g,n,f,x,d,w,y,f,f,g,a
e,b,g,w,f,x,d,w,y,f,f,g,a
e,b,g,w,f,x,d,w,y,f,f,g,u
e,b,g,w,f,x,d,w,y,f,f,g,a
e,b,g,w,f,x,d,w,y,f,f,g,a
e,b,g,w,f,x,d,w,y,f,f,g,a
e,b,g,n,f,x,d,w,y,f,f,g,a
e,b,g,n,f,x,d,w,y,f,f,g,a
e,b,g,w,f,x,d,w,y,f,f,g,a
e,b,g,w,f,x,d,w,y,f,f,g,u
e,b,g,n,f,x,d,w,y,f,f,g,a
e,b,g,n,f,x,d,w,y,f,f,g,a
e,b,g,n,f,x,d,w,y,f,f,g,u
e,b,g,w,f,x,d,w,y,f,f,g,u
e,b,g,n,f,x,d,w,y,f,f,g,a
e,b,g,w,f,x,d,w,y,f,f,g,a
e,b,g,w,f,x,d,w,y,f,f,g,a
e,b,g,w,f,x,d,w,y,f,f,g,a
e,b,g,w,f,x,d,w,y,f,f,g,u
e,b,g,w,f,x,d,w,y,f,f,g,a
e,b,g,n,f,x,d,w,y,f,f,g,a
e,b,g,n,f,x,d,w,y,f,f,g,a
e,b,g,n,f,x,d,w,y,f,f,g,u
e,b,g,n,f,x,d,w,y,f,f,g,a
e,b,g,w,f,x,d,w,y,f,f,g,a
e,b,g,w,f,x,d,w,y,f,f,g,a
e,b,g,w,f,x,d,w,y,f,f,g,a
e,b,g,w,f,x,d,w,y,f,f,g,a
e,b,g,w,f,x,d,w,y,f,f,g,u
e,b,g,w,f,x,d,w,y,f,f,g,a
e,b,g,w,f,x,d,w,y,f,f,g,a
e,b,g,w,f,x,d,w,y,f,f,g,a
e,b,g,n,f,x,d,w,y,f,f,g,u
e,b,g,n,f,x,d,w,y,f,f,g,u
e,b,g,w,f,x,d,w,y,f,f,g,a
e,b,g,w,f,x,d,w,y,f,f,g,a
e,b,g,n,f,x,d,w,y,f,f,g,a
e,b,g,n,f,x,d,w,y,f,f,g,u
e,b,g,w,f,x,d,w,y,f,f,g,u
e,b,g,w,f,x,d,w,y,f,f,g,u
e,b,g,w,f,x,d,w,y,f,f,g,u
e,b,g,n,f,x,d,w,y,f,f,g,u
e,b,g,n,f,x,d,w,y,f,f,g,u
e,b,g,w,f,x,d,w,y,f,f,g,u
e,b,g,n,f,x,d,w,y,f,f,g,a
e,b,g,w,f,x,d,w,y,f,f,g,a
e,b,g,w,f,x,d,w,y,f,f,g,u
e,b,g,n,f,x,d,w,y,f,f,g,a
e,b,g,n,f,x,d,w,y,f,f,g,u
e,b,g,w,f,x,d,w,y,f,f,g,a
e,b,g,w,f,x,d,w,y,f,f,g,u
e,b,g,w,f,x,d,w,y,f,f,g,a
e,b,g,n,f,x,d,w,y,f,f,g,a
e,b,g,w,f,x,d,w,y,f,f,g,a
e,b,g,w,f,x,d,w,y,f,f,g,a
e,b,g,w,f,x,d,w,y,f,f,g,u
e,b,g,n,f,x,d,w,y,f,f,g,a
e,b,g,n,f,x,d,w,y,f,f,g,a
e,b,g,n,f,x,d,w,y,f,f,g,a
e,b,g,w,f,x,d,w,y,f,f,g,a
e,b,g,w,f,x,d,w,y,f,f,g,u
e,b,g,w,f,x,d,w,y,f,f,g,a
e,b,g,n,f,x,d,w,y,f,f,g,u
e,b,g,w,f,x,d,w,y,f,f,g,u
e,b,g,w,f,x,d,w,y,f,f,g,u
e,b,g,w,f,x,d,w,y,f,f,g,a
e,b,g,w,f,x,d,w,y,f,f,g,a
e,b,g,n,f,x,d,w,y,f,f,g,u
e,b,g,w,f,x,d,w,y,f,f,g,u
e,b,g,n,f,x,d,w,y,f,f,g,u
e,b,g,w,f,x,d,w,y,f,f,g,u
e,b,g,w,f,x,d,w,y,f,f,g,u
e,b,g,n,f,x,d,w,y,f,f,g,u
e,b,g,w,f,x,d,w,y,f,f,g,u
e,b,g,n,f,x,d,w,y,f,f,g,u
e,b,g,n,f,x,d,w,y,f,f,g,u
e,b,g,n,f,x,d,w,y,f,f,g,u
e,b,g,w,f,x,d,w,y,f,f,g,u
e,b,g,w,f,x,d,w,y,f,f,g,u
e,b,g,n,f,x,d,w,y,f,f,g,a
e,b,g,w,f,x,d,w,y,f,f,g,a
e,b,g,w,f,x,d,w,y,f,f,g,a
e,b,g,w,f,x,d,w,y,f,f,g,u
e,b,g,n,f,x,d,w,y,f,f,g,a
e,b,g,n,f,x,d,w,y,f,f,g,a
e,b,g,w,f,x,d,w,y,f,f,g,a
e,b,g,w,f,x,d,w,y,f,f,g,a
e,b,g,w,f,x,d,w,y,f,f,g,a
e,b,g,n,f,x,d,w,y,f,f,g,a
e,b,g,n,f,x,d,w,y,f,f,g,a
e,b,g,n,f,x,d,w,y,f,f,g,u
e,b,g,n,f,x,d,w,y,f,f,g,a
e,b,g,w,f,x,d,w,y,f,f,g,u
e,b,g,w,f,x,d,w,y,f,f,g,u
e,b,g,n,f,x,d,w,y,f,f,g,u
e,b,g,n,f,x,d,w,y,f,f,g,a
e,b,g,w,f,x,d,w,y,f,f,g,a
e,b,g,n,f,x,d,w,y,f,f,g,a
e,b,g,w,f,x,d,w,y,f,f,g,u
e,b,g,n,f,x,d,w,y,f,f,g,a
e,b,g,w,f,x,d,w,y,f,f,g,u
e,b,g,w,f,x,d,w,y,f,f,g,u
e,b,g,n,f,x,d,w,y,f,f,g,u
e,b,g,w,f,x,d,w,y,f,f,g,u
e,b,g,n,f,x,d,w,y,f,f,g,a
e,b,g,n,f,x,d,w,y,f,f,g,u
e,b,g,w,f,x,d,w,y,f,f,g,u
e,b,g,n,f,x,d,w,y,f,f,g,u
e,b,g,w,f,x,d,w,y,f,f,g,u
e,b,g,w,f,x,d,w,y,f,f,g,a
e,b,g,w,f,x,d,w,y,f,f,g,u
e,b,g,n,f,x,d,w,y,f,f,g,a
e,b,g,n,f,x,d,w,y,f,f,g,u
e,b,g,n,f,x,d,w,y,f,f,g,a
e,b,g,n,f,x,d,w,y,f,f,g,u
e,b,g,n,f,x,d,w,y,f,f,g,a
e,b,g,w,f,x,d,w,y,f,f,g,a
e,b,g,n,f,x,d,w,y,f,f,g,u
e,b,g,w,f,x,d,w,y,f,f,g,a
e,b,g,w,f,x,d,w,y,f,f,g,a
e,b,g,w,f,x,d,w,y,f,f,g,u
e,b,g,w,f,x,d,w,y,f,f,g,a
e,b,g,w,f,x,d,w,y,f,f,g,u
e,b,g,w,f,x,d,w,y,f,f,g,u
e,b,g,n,f,x,d,w,y,f,f,g,u
e,b,g,w,f,x,d,w,y,f,f,g,u
e,b,g,w,f,x,d,w,y,f,f,g,a
e,b,g,w,f,x,d,w,y,f,f,g,a
e,b,g,n,f,x,d,w,y,f,f,g,a
e,b,g,n,f,x,d,w,y,f,f,g,a
e,b,g,n,f,x,d,w,y,f,f,g,u
e,b,g,n,f,x,d,w,y,f,f,g,a
e,b,g,w,f,x,d,w,y,f,f,g,a
e,b,g,n,f,x,d,w,y,f,f,g,a
e,b,g,n,f,x,d,w,y,f,f,g,u
e,b,g,w,f,x,d,w,y,f,f,g,u
e,b,g,w,f,x,d,w,y,f,f,g,a
e,b,g,n,f,x,d,w,y,f,f,g,u
e,b,g,n,f,x,d,w,y,f,f,g,a
e,b,g,n,f,x,d,w,y,f,f,g,a
p,x,g,w,f,a,d,w,n,f,f,d,a
p,x,g,w,f,a,d,w,n,f,f,d,a
p,x,g,w,f,a,d,w,n,f,f,l,u
p,x,g,w,f,a,d,w,e,f,f,l,u
p,x,g,w,f,a,d,w,e,f,f,d,u
p,x,g,w,f,a,d,w,e,f,f,d,u
p,x,g,w,f,a,d,w,e,f,f,l,a
p,x,g,w,f,a,d,w,e,f,f,d,u
p,x,g,w,f,a,d,w,n,f,f,l,a
p,x,g,w,f,a,d,w,e,f,f,l,a
p,x,g,w,f,a,d,w,e,f,f,d,u
p,x,g,w,f,a,d,w,n,f,f,l,u
p,x,g,w,f,a,d,w,n,f,f,l,u
p,x,g,w,f,a,d,w,n,f,f,l,u
p,x,g,w,f,a,d,w,e,f,f,d,u
p,x,g,w,f,a,d,w,n,f,f,l,a
p,x,g,w,f,a,d,w,e,f,f,l,a
p,x,g,w,f,a,d,w,e,f,f,d,a
p,x,g,w,f,a,d,w,n,f,f,d,a
p,x,g,w,f,a,d,w,e,f,f,l,a
p,x,g,w,f,a,d,w,e,f,f,d,a
p,x,g,w,f,a,d,w,e,f,f,d,a
p,x,g,w,f,a,d,w,n,f,f,l,u
p,x,g,w,f,a,d,w,e,f,f,d,u
p,x,g,w,f,a,d,w,e,f,f,d,u
p,x,g,w,f,a,d,w,n,f,f,l,u
p,x,g,w,f,a,d,w,e,f,f,l,u
p,x,g,w,f,a,d,w,n,f,f,d,u
p,x,g,w,f,a,d,w,e,f,f,l,u
p,x,g,w,f,a,d,w,e,f,f,d,u
p,x,g,w,f,a,d,w,e,f,f,l,u
p,x,g,w,f,a,d,w,e,f,f,l,a
p,x,g,w,f,a,d,w,e,f,f,d,a
p,x,g,w,f,a,d,w,n,f,f,d,a
p,x,g,w,f,a,d,w,e,f,f,l,a
p,x,g,w,f,a,d,w,e,f,f,l,a
p,x,g,w,f,a,d,w,e,f,f,l,u
p,x,g,w,f,a,d,w,e,f,f,l,u
p,x,g,w,f,a,d,w,n,f,f,d,u
p,x,g,w,f,a,d,w,n,f,f,l,u
p,x,g,w,f,a,d,w,n,f,f,l,a
p,x,g,w,f,a,d,w,n,f,f,d,a
p,x,g,w,f,a,d,w,e,f,f,l,a
p,x,g,w,f,a,d,w,n,f,f,l,u
p,x,g,w,f,a,d,w,n,f,f,d,u
p,x,g,w,f,a,d,w,e,f,f,d,u
p,x,g,w,f,a,d,w,n,f,f,l,u
p,x,g,w,f,a,d,w,e,f,f,l,a
p,x,g,w,f,a,d,w,e,f,f,l,u
p,x,g,w,f,a,d,w,n,f,f,l,a
p,x,g,w,f,a,d,w,e,f,f,d,a
p,x,g,w,f,a,d,w,e,f,f,l,a
p,x,g,w,f,a,d,w,n,f,f,d,a
p,x,g,w,f,a,d,w,e,f,f,d,a
p,x,g,w,f,a,d,w,e,f,f,d,u
p,x,g,w,f,a,d,w,e,f,f,d,u
p,x,g,w,f,a,d,w,n,f,f,l,u
p,x,g,w,f,a,d,w,n,f,f,d,a
p,x,g,w,f,a,d,w,e,f,f,d,u
p,x,g,w,f,a,d,w,e,f,f,d,u
p,x,g,w,f,a,d,w,n,f,f,d,a
p,x,g,w,f,a,d,w,e,f,f,d,u
p,x,g,w,f,a,d,w,e,f,f,d,u
p,x,g,w,f,a,d,w,n,f,f,d,u
p,x,g,w,f,a,d,w,e,f,f,l,a
p,x,g,w,f,a,d,w,e,f,f,d,u
p,x,g,w,f,a,d,w,e,f,f,l,a
p,x,g,w,f,a,d,w,e,f,f,d,a
p,x,g,w,f,a,d,w,e,f,f,l,u
p,x,g,w,f,a,d,w,e,f,f,d,u
p,x,g,w,f,a,d,w,n,f,f,l,a
p,x,g,w,f,a,d,w,n,f,f,l,a
p,x,g,w,f,a,d,w,n,f,f,l,a
p,x,g,w,f,a,d,w,n,f,f,l,a
p,x,g,w,f,a,d,w,e,f,f,d,a
p,x,g,w,f,a,d,w,e,f,f,l,u
p,x,g,w,f,a,d,w,n,f,f,l,a
p,x,g,w,f,a,d,w,n,f,f,l,a
p,x,g,w,f,a,d,w,n,f,f,l,a
p,x,g,w,f,a,d,w,n,f,f,l,u
p,x,g,w,f,a,d,w,e,f,f,l,u
p,x,g,w,f,a,d,w,n,f,f,d,a
p,x,g,w,f,a,d,w,n,f,f,d,a
p,x,g,w,f,a,d,w,e,f,f,l,u
p,x,g,w,f,a,d,w,n,f,f,d,a
p,x,g,w,f,a,d,w,e,f,f,d,a
p,x,g,w,f,a,d,w,e,f,f,l,u
p,x,g,w,f,a,d,w,e,f,f,d,a
p,x,g,w,f,a,d,w,e,f,f,l,u
p,x,g,w,f,a,d,w,e,f,f,l,a
p,x,g,w,f,a,d,w,n,f,f,d,a
p,x,g,w,f,a,d,w,n,f,f,l,a
p,x,g,w,f,a,d,w,n,f,f,l,u
p,x,g,w,f,a,d,w,n,f,f,l,a
p,x,g,w,f,a,d,w,n,f,f,d,a
p,x,g,w,f,a,d,w,e,f,f,l,a
p,x,g,w,f,a,d,w,e,f,f,d,u
p,x,g,w,f,a,d,w,n,f,f,l,a
p,x,g,w,f,a,d,w,e,f,f,l,a
p,x,g,w,f,a,d,w,e,f,f,d,u
p,x,g,w,f,a,d,w,e,f,f,l,a
p,x,g,w,f,a,d,w,n,f,f,l,u
p,x,g,w,f,a,d,w,e,f,f,l,u
p,x,g,w,f,a,d,w,e,f,f,l,u
p,x,g,w,f,a,d,w,e,f,f,d,u
p,x,g,w,f,a,d,w,e,f,f,d,u
p,x,g,w,f,a,d,w,n,f,f,l,a
p,x,g,w,f,a,d,w,e,f,f,l,a
p,x,g,w,f,a,d,w,n,f,f,d,a
p,x,g,w,f,a,d,w,e,f,f,d,u
p,x,g,w,f,a,d,w,e,f,f,l,a
p,x,g,w,f,a,d,w,e,f,f,l,u
p,x,g,w,f,a,d,w,e,f,f,l,a
p,x,g,w,f,a,d,w,e,f,f,l,u
p,x,g,w,f,a,d,w,n,f,f,d,u
p,x,g,w,f,a,d,w,n,f,f,l,u
p,x,g,w,f,a,d,w,n,f,f,l,a
p,x,g,w,f,a,d,w,e,f,f,l,u
p,x,g,w,f,a,d,w,n,f,f,l,u
p,x,g,w,f,a,d,w,e,f,f,l,a
p,x,g,w,f,a,d,w,e,f,f,l,a
p,x,g,w,f,a,d,w,n,f,f,d,u
p,x,g,w,f,a,d,w,e,f,f,d,a
p,x,g,w,f,a,d,w,e,f,f,l,a
p,x,g,w,f,a,d,w,e,f,f,d,u
p,x,g,w,f,a,d,w,n,f,f,l,a
p,x,g,w,f,a,d,w,e,f,f,d,a
p,x,g,w,f,a,d,w,e,f,f,d,u
p,x,g,w,f,a,d,w,n,f,f,l,a
p,x,g,w,f,a,d,w,n,f,f,l,u
p,x,g,w,f,a,d,w,e,f,f,l,a
p,x,g,w,f,a,d,w,n,f,f,l,a
p,x,g,w,f,a,d,w,n,f,f,l,u
p,x,g,w,f,a,d,w,e,f,f,d,u
p,x,g,w,f,a,d,w,e,f,f,l,a
p,x,g,w,f,a,d,w,e,f,f,l,u
p,x,g,w,f,a,d,w,e,f,f,d,a
p,x,g,w,f,a,d,w,n,f,f,d,u
p,x,g,w,f,a,d,w,n,f,f,d,a
p,x,g,w,f,a,d,w,e,f,f,d,u
p,x,g,w,f,a,d,w,n,f,f,l,a
p,x,g,w,f,a,d,w,e,f,f,l,u
p,x,g,w,f,a,d,w,n,f,f,d,u
p,x,g,w,f,a,d,w,e,f,f,d,a
p,x,g,w,f,a,d,w,n,f,f,l,u
p,x,g,w,f,a,d,w,e,f,f,l,a
p,x,g,w,f,a,d,w,n,f,f,l,u
p,x,g,w,f,a,d,w,n,f,f,l,a
p,x,g,w,f,a,d,w,n,f,f,l,u
p,x,g,w,f,a,d,w,n,f,f,d,a
p,x,g,w,f,a,d,w,n,f,f,l,a
p,x,g,w,f,a,d,w,n,f,f,d,u
p,x,g,w,f,a,d,w,n,f,f,d,a
p,x,g,w,f,a,d,w,e,f,f,l,u
p,x,g,w,f,a,d,w,e,f,f,d,u
p,x,g,w,f,a,d,w,n,f,f,d,u
p,x,g,w,f,a,d,w,e,f,f,d,u
p,x,g,w,f,a,d,w,n,f,f,d,u
p,x,g,w,f,a,d,w,e,f,f,d,u
p,x,g,w,f,a,d,w,n,f,f,d,u
p,x,g,w,f,a,d,w,n,f,f,d,u
p,x,g,w,f,a,d,w,n,f,f,d,a
p,x,g,w,f,a,d,w,e,f,f,l,u
p,x,g,w,f,a,d,w,n,f,f,d,a
p,x,g,w,f,a,d,w,e,f,f,l,u
p,x,g,w,f,a,d,w,n,f,f,l,u
p,x,g,w,f,a,d,w,n,f,f,l,u
p,x,g,w,f,a,d,w,n,f,f,l,u
p,x,g,w,f,a,d,w,n,f,f,l,a
p,x,g,w,f,a,d,w,e,f,f,d,a
p,x,g,w,f,a,d,w,n,f,f,d,u
p,x,g,w,f,a,d,w,n,f,f,l,a
p,x,g,w,f,a,d,w,n,f,f,l,u
p,x,g,w,f,a,d,w,n,f,f,d,a
p,x,g,w,f,a,d,w,n,f,f,d,u
p,x,g,w,f,a,d,w,e,f,f,d,a
p,x,g,w,f,a,d,w,e,f,f,l,a
p,x,g,w,f,a,d,w,n,f,f,d,u
p,x,g,w,f,a,d,w,n,f,f,d,u
p,x,g,w,f,a,d,w,n,f,f,l,a
p,x,g,w,f,a,d,w,e,f,f,d,a
p,x,g,w,f,a,d,w,n,f,f,d,a
p,x,g,w,f,a,d,w,n,f,f,d,u
p,x,g,w,f,a,d,w,e,f,f,l,u
p,x,g,w,f,a,d,w,n,f,f,l,a
p,x,g,w,f,a,d,w,n,f,f,l,a
p,x,g,w,f,a,d,w,n,f,f,l,a
p,x,g,w,f,a,d,w,e,f,f,d,u
p,x,g,w,f,a,d,w,e,f,f,l,a
p,x,g,w,f,a,d,w,e,f,f,l,u
p,x,g,w,f,a,d,w,n,f,f,l,u
p,x,g,w,f,a,d,w,n,f,f,d,a
p,x,g,w,f,a,d,w,e,f,f,l,u
p,x,g,w,f,a,d,w,n,f,f,d,u
p,x,g,w,f,a,d,w,n,f,f,l,u
p,x,g,w,f,a,d,w,e,f,f,d,u
p,x,g,w,f,a,d,w,n,f,f,d,u
p,x,g,w,f,a,d,w,e,f,f,l,a
p,x,g,w,f,a,d,w,e,f,f,d,u
p,x,g,w,f,a,d,w,n,f,f,l,u
p,x,g,w,f,a,d,w,n,f,f,d,u
p,x,g,w,f,a,d,w,e,f,f,l,a
p,x,g,w,f,a,d,w,e,f,f,l,a
p,x,g,w,f,a,d,w,e,f,f,d,a
p,x,g,w,f,a,d,w,n,f,f,d,u
p,x,g,w,f,a,d,w,e,f,f,d,u
p,x,g,w,f,a,d,w,e,f,f,d,u
p,x,g,w,f,a,d,w,e,f,f,l,u
p,x,g,w,f,a,d,w,e,f,f,d,u
p,x,g,w,f,a,d,w,e,f,f,l,u
p,x,g,w,f,a,d,w,n,f,f,l,a
p,x,g,w,f,a,d,w,n,f,f,l,a
p,x,g,w,f,a,d,w,n,f,f,l,a
p,x,g,w,f,a,d,w,e,f,f,l,a
p,x,g,w,f,a,d,w,n,f,f,l,u
p,x,g,w,f,a,d,w,n,f,f,l,u
p,x,g,w,f,a,d,w,n,f,f,l,u
p,x,g,w,f,a,d,w,e,f,f,d,a
p,x,g,w,f,a,d,w,n,f,f,l,u
p,x,g,w,f,a,d,w,e,f,f,d,u
p,x,g,w,f,a,d,w,n,f,f,d,a
p,x,g,w,f,a,d,w,e,f,f,d,a
p,x,g,w,f,a,d,w,e,f,f,d,u
p,x,g,w,f,a,d,w,e,f,f,d,u
p,x,g,w,f,a,d,w,n,f,f,l,a
p,x,g,w,f,a,d,w,e,f,f,l,u
p,x,g,w,f,a,d,w,n,f,f,l,a
p,x,g,w,f,a,d,w,e,f,f,d,u
p,x,g,w,f,a,d,w,e,f,f,d,a
p,x,g,w,f,a,d,w,e,f,f,d,a
p,x,g,w,f,a,d,w,n,f,f,l,a
p,x,g,w,f,a,d,w,e,f,f,d,a
p,x,g,w,f,a,d,w,e,f,f,d,u
p,x,g,w,f,a,d,w,e,f,f,l,a
p,x,g,w,f,a,d,w,e,f,f,d,u
p,x,g,w,f,a,d,w,n,f,f,d,u
p,x,g,w,f,a,d,w,e,f,f,l,u
p,x,g,w,f,a,d,w,e,f,f,d,u
p,x,g,w,f,a,d,w,e,f,f,d,u
p,x,g,w,f,a,d,w,n,f,f,d,u
p,x,g,w,f,a,d,w,e,f,f,d,u
p,x,g,w,f,a,d,w,n,f,f,d,a
p,x,g,w,f,a,d,w,n,f,f,l,a
p,x,g,w,f,a,d,w,e,f,f,d,a
p,x,g,w,f,a,d,w,n,f,f,l,a
p,x,g,w,f,a,d,w,e,f,f,d,u
p,x,g,w,f,a,d,w,e,f,f,d,u
p,x,g,w,f,a,d,w,e,f,f,l,a
p,x,g,w,f,a,d,w,e,f,f,l,a
p,x,g,w,f,a,d,w,n,f,f,l,u
p,x,g,w,f,a,d,w,n,f,f,d,a
p,x,g,w,f,a,d,w,e,f,f,d,u
p,x,g,w,f,a,d,w,n,f,f,d,a
p,x,g,w,f,a,d,w,n,f,f,d,u
p,x,g,w,f,a,d,w,e,f,f,l,u
p,x,g,w,f,a,d,w,n,f,f,d,a
p,x,g,w,f,a,d,w,e,f,f,d,a
p,x,g,w,f,a,d,w,e,f,f,l,a
p,x,g,w,f,a,d,w,e,f,f,l,u
p,x,g,w,f,a,d,w,n,f,f,d,u
p,x,g,w,f,a,d,w,n,f,f,d,u
p,x,g,w,f,a,d,w,n,f,f,l,a
p,x,g,w,f,a,d,w,n,f,f,d,a
p,x,g,w,f,a,d,w,e,f,f,d,a
p,x,g,w,f,a,d,w,n,f,f,l,u
p,x,g,w,f,a,d,w,n,f,f,d,u
p,x,g,w,f,a,d,w,n,f,f,l,a
p,x,g,w,f,a,d,w,e,f,f,l,a
p,x,g,w,f,a,d,w,e,f,f,l,u
p,x,g,w,f,a,d,w,e,f,f,l,a
p,x,g,w,f,a,d,w,n,f,f,d,u
p,x,g,w,f,a,d,w,n,f,f,d,u
